Año,Mes,Variación Mensual
2002,Mar,",79"
2002,Mar,",69"
2002,Mar,",68"
2002,Mar,",68"
2002,Mar,",71"
2002,Abr,",92"
2002,Abr,",88"
2002,Abr,",93"
2002,Abr,",91"
2002,Abr,",91"
2002,May,",25"
2002,May,",63"
2002,May,",83"
2002,May,",83"
2002,May,",60"
2002,Jun,",43"
2002,Jun,",37"
2002,Jun,",36"
2002,Jun,",63"
2002,Jun,",63"
2002,Jul,",13"
2002,Jul,",03"
2002,Jul,"-,09"
2002,Jul,"-,09"
2002,Jul,",02"
2002,Ago,",09"
2002,Ago,",11"
2002,Ago,",11"
2002,Ago,",04"
2002,Ago,",04"
2002,Sep,",14"
2002,Sep,",39"
2002,Sep,",49"
2002,Sep,",49"
2002,Sep,",36"
2002,Oct,",56"
2002,Oct,",40"
2002,Oct,",53"
2002,Oct,",75"
2002,Oct,",75"
2002,Nov,"1,06"
2002,Nov,"1,06"
2002,Nov,",70"
2002,Nov,",66"
2002,Nov,",78"
2002,Dic,",28"
2002,Dic,",27"
2002,Dic,",25"
2002,Dic,",25"
2002,Dic,",27"
2003,Ene,"1,01"
2003,Ene,"1,01"
2003,Ene,"1,19"
2003,Ene,"1,33"
2003,Ene,"1,17"
2003,Feb,"1,39"
2003,Feb,"1,12"
2003,Feb,"1,11"
2003,Feb,",85"
2003,Feb,",85"
2003,Mar,"1,10"
2003,Mar,"1,10"
2003,Mar,",99"
2003,Mar,"1,12"
2003,Mar,"1,05"
2003,Abr,"1,15"
2003,Abr,",82"
2003,Abr,"1,09"
2003,Abr,"1,56"
2003,Abr,"1,56"
2003,May,",40"
2003,May,",49"
2003,May,",61"
2003,May,",61"
2003,May,",47"
2003,Jun,"-,33"
2003,Jun,"-,33"
2003,Jun,",30"
2003,Jun,"-,05"
2003,Jun,"-,07"
2003,Jul,"-,13"
2003,Jul,"-,14"
2003,Jul,",02"
2003,Jul,"-,32"
2003,Jul,"-,32"
2003,Ago,",16"
2003,Ago,",16"
2003,Ago,",35"
2003,Ago,",31"
2003,Ago,",38"
2003,Sep,",39"
2003,Sep,",24"
2003,Sep,",22"
2003,Sep,",03"
2003,Sep,",03"
2003,Oct,",09"
2003,Oct,",08"
2003,Oct,"-,03"
2003,Oct,",06"
2003,Oct,"-,03"
2003,Nov,",47"
2003,Nov,",36"
2003,Nov,",35"
2003,Nov,",17"
2003,Nov,",47"
2003,Dic,",61"
2003,Dic,",40"
2003,Dic,",77"
2003,Dic,",77"
2003,Dic,",62"
2004,Ene,",93"
2004,Ene,",78"
2004,Ene,",89"
2004,Ene,",88"
2004,Ene,",88"
2004,Feb,"1,20"
2004,Feb,"1,04"
2004,Feb,"1,23"
2004,Feb,"1,27"
2004,Feb,"1,27"
2004,Mar,"1,03"
2004,Mar,"1,03"
2004,Mar,",97"
2004,Mar,",96"
2004,Mar,",98"
2004,Abr,",54"
2004,Abr,",54"
2004,Abr,",48"
2004,Abr,",30"
2004,Abr,",46"
2004,May,",62"
2004,May,",35"
2004,May,",18"
2004,May,",38"
2004,May,",62"
2004,Jun,",69"
2004,Jun,",54"
2004,Jun,",66"
2004,Jun,",60"
2004,Jun,",69"
2004,Jul,"-,03"
2004,Jul,",23"
2004,Jul,",00"
2004,Jul,"-,31"
2004,Jul,"-,31"
2004,Ago,",03"
2004,Ago,",13"
2004,Ago,",07"
2004,Ago,"-,14"
2004,Ago,"-,14"
2004,Sep,",36"
2004,Sep,",30"
2004,Sep,",30"
2004,Sep,",23"
2004,Sep,",23"
2004,Oct,",01"
2004,Oct,"-,02"
2004,Oct,"-,02"
2004,Oct,"-,01"
2004,Oct,",01"
2004,Nov,",27"
2004,Nov,",30"
2004,Nov,",24"
2004,Nov,",27"
2004,Nov,",28"
2004,Dic,",23"
2004,Dic,",23"
2004,Dic,",36"
2004,Dic,",23"
2004,Dic,",30"
2005,Ene,",82"
2005,Ene,",83"
2005,Ene,",54"
2005,Ene,"1,05"
2005,Ene,"1,05"
2005,Feb,"1,16"
2005,Feb,"1,02"
2005,Feb,"1,11"
2005,Feb,"1,11"
2005,Feb,",93"
2005,Mar,",64"
2005,Mar,",77"
2005,Mar,",74"
2005,Mar,",96"
2005,Mar,",96"
2005,Abr,",46"
2005,Abr,",44"
2005,Abr,",34"
2005,Abr,",46"
2005,Abr,",47"
2005,May,",59"
2005,May,",59"
2005,May,",17"
2005,May,",41"
2005,May,",42"
2005,Jun,",40"
2005,Jun,",15"
2005,Jun,",42"
2005,Jun,",58"
2005,Jun,",58"
2005,Jul,"-,04"
2005,Jul,",04"
2005,Jul,",18"
2005,Jul,",05"
2005,Jul,"-,04"
2005,Ago,",00"
2005,Ago,",15"
2005,Ago,"-,16"
2005,Ago,",02"
2005,Ago,"-,16"
2005,Sep,",36"
2005,Sep,",43"
2005,Sep,",46"
2005,Sep,",42"
2005,Sep,",42"
2005,Oct,",28"
2005,Oct,",28"
2005,Oct,",22"
2005,Oct,",19"
2005,Oct,",23"
2005,Nov,"-,09"
2005,Nov,",15"
2005,Nov,",11"
2005,Nov,",26"
2005,Nov,"-,09"
2005,Dic,",08"
2005,Dic,",12"
2005,Dic,",07"
2005,Dic,"-,06"
2005,Dic,"-,06"
2006,Ene,",54"
2006,Ene,",63"
2006,Ene,",54"
2006,Ene,",45"
2006,Ene,",63"
2006,Feb,",64"
2006,Feb,",31"
2006,Feb,",31"
2006,Feb,",82"
2006,Feb,",66"
2006,Mar,",70"
2006,Mar,",48"
2006,Mar,",97"
2006,Mar,",97"
2006,Mar,",67"
2006,Abr,",46"
2006,Abr,",54"
2006,Abr,",45"
2006,Abr,",31"
2006,Abr,",54"
2006,May,",30"
2006,May,",37"
2006,May,",33"
2006,May,",25"
2006,May,",30"
2006,Jun,",30"
2006,Jun,",41"
2006,Jun,",34"
2006,Jun,",13"
2006,Jun,",13"
2006,Jul,",40"
2006,Jul,",38"
2006,Jul,",41"
2006,Jul,",49"
2006,Jul,",38"
2006,Ago,",37"
2006,Ago,",39"
2006,Ago,",39"
2006,Ago,",42"
2006,Ago,",37"
2006,Sep,",34"
2006,Sep,",34"
2006,Sep,",29"
2006,Sep,",29"
2006,Sep,",22"
2006,Oct,"-,14"
2006,Oct,"-,15"
2006,Oct,"-,15"
2006,Oct,"-,13"
2006,Oct,"-,13"
2006,Nov,",41"
2006,Nov,",11"
2006,Nov,",11"
2006,Nov,",23"
2006,Nov,",24"
2006,Dic,",23"
2006,Dic,",36"
2006,Dic,",15"
2006,Dic,",15"
2006,Dic,",21"
2007,Ene,",78"
2007,Ene,",80"
2007,Ene,",68"
2007,Ene,",68"
2007,Ene,",77"
2007,Feb,"1,17"
2007,Feb,"1,27"
2007,Feb,",91"
2007,Feb,"1,17"
2007,Feb,"1,17"
2007,Mar,",84"
2007,Mar,"1,21"
2007,Mar,"1,16"
2007,Mar,"1,67"
2007,Mar,"1,67"
2007,Abr,",90"
2007,Abr,",68"
2007,Abr,",88"
2007,Abr,"1,13"
2007,Abr,"1,13"
2007,May,",15"
2007,May,",30"
2007,May,",31"
2007,May,",40"
2007,May,",40"
2007,Jun,",12"
2007,Jun,",09"
2007,Jun,",17"
2007,Jun,",05"
2007,Jun,",05"
2007,Jul,",15"
2007,Jul,",17"
2007,Jul,",23"
2007,Jul,",03"
2007,Jul,",03"
2007,Ago,",17"
2007,Ago,"-,14"
2007,Ago,"-,37"
2007,Ago,"-,37"
2007,Ago,"-,13"
2007,Sep,",08"
2007,Sep,",08"
2007,Sep,",08"
2007,Sep,",11"
2007,Sep,",11"
2007,Oct,"-,16"
2007,Oct,"-,16"
2007,Oct,",04"
2007,Oct,",11"
2007,Oct,",01"
2007,Nov,",61"
2007,Nov,",61"
2007,Nov,",44"
2007,Nov,",47"
2007,Nov,",42"
2007,Dic,",57"
2007,Dic,",57"
2007,Dic,",41"
2007,Dic,",49"
2007,Dic,",49"
2008,Ene,"1,06"
2008,Ene,"1,26"
2008,Ene,",85"
2008,Ene,"1,04"
2008,Ene,"1,26"
2008,Feb,"1,51"
2008,Feb,"1,54"
2008,Feb,"1,85"
2008,Feb,"1,85"
2008,Feb,"1,03"
2008,Mar,",93"
2008,Mar,",84"
2008,Mar,",58"
2008,Mar,",81"
2008,Mar,",93"
2008,Abr,",71"
2008,Abr,",64"
2008,Abr,",69"
2008,Abr,",82"
2008,Abr,",82"
2008,May,",93"
2008,May,",35"
2008,May,",87"
2008,May,"1,55"
2008,May,"1,55"
2008,Jun,",86"
2008,Jun,",40"
2008,Jun,",82"
2008,Jun,"1,34"
2008,Jun,"1,34"
2008,Jul,",48"
2008,Jul,",25"
2008,Jul,",55"
2008,Jul,",52"
2008,Jul,",52"
2008,Ago,",29"
2008,Ago,",36"
2008,Ago,"-,17"
2008,Ago,",19"
2008,Ago,"-,17"
2008,Sep,"-,19"
2008,Sep,",08"
2008,Sep,"-,12"
2008,Sep,"-,57"
2008,Sep,"-,57"
2008,Oct,",35"
2008,Oct,",34"
2008,Oct,",29"
2008,Oct,",29"
2008,Oct,",43"
2008,Nov,",28"
2008,Nov,",15"
2008,Nov,",31"
2008,Nov,",31"
2008,Nov,",31"
2008,Dic,",44"
2008,Dic,",42"
2008,Dic,",40"
2008,Dic,",55"
2008,Dic,",55"
2009,Ene,",60"
2009,Ene,",66"
2009,Ene,",41"
2009,Ene,",59"
2009,Ene,",66"
2009,Feb,",79"
2009,Feb,",84"
2009,Feb,",86"
2009,Feb,",82"
2009,Feb,",82"
2009,Mar,",54"
2009,Mar,",48"
2009,Mar,",50"
2009,Mar,",47"
2009,Mar,",54"
2009,Abr,",29"
2009,Abr,",32"
2009,Abr,",29"
2009,Abr,",40"
2009,Abr,",40"
2009,May,",01"
2009,May,",07"
2009,May,",07"
2009,May,",02"
2009,May,"-,14"
2009,Jun,"-,20"
2009,Jun,"-,06"
2009,Jun,",01"
2009,Jun,",01"
2009,Jun,"-,20"
2009,Jul,"-,15"
2009,Jul,"-,04"
2009,Jul,",15"
2009,Jul,"-,02"
2009,Jul,"-,15"
2009,Ago,",00"
2009,Ago,",04"
2009,Ago,",08"
2009,Ago,",01"
2009,Ago,",01"
2009,Sep,"-,11"
2009,Sep,"-,10"
2009,Sep,"-,09"
2009,Sep,"-,16"
2009,Sep,"-,16"
2009,Oct,"-,13"
2009,Oct,"-,13"
2009,Oct,"-,07"
2009,Oct,"-,07"
2009,Oct,"-,22"
2009,Nov,"-,10"
2009,Nov,"-,10"
2009,Nov,"-,07"
2009,Nov,"-,05"
2009,Nov,"-,05"
2009,Dic,",09"
2009,Dic,",09"
2009,Dic,",07"
2009,Dic,",12"
2009,Dic,",08"
2010,Ene,",69"
2010,Ene,",86"
2010,Ene,",67"
2010,Ene,",86"
2010,Ene,",37"
2010,Feb,",83"
2010,Feb,",87"
2010,Feb,",84"
2010,Feb,",79"
2010,Feb,",79"
2010,Mar,",25"
2010,Mar,",11"
2010,Mar,",23"
2010,Mar,",35"
2010,Mar,",35"
2010,Abr,",45"
2010,Abr,",17"
2010,Abr,",46"
2010,Abr,",61"
2010,Abr,",61"
2010,May,",09"
2010,May,",13"
2010,May,",09"
2010,May,",10"
2010,May,",02"
2010,Jun,",05"
2010,Jun,",11"
2010,Jun,",05"
2010,Jun,",17"
2010,Jun,",05"
2010,Jul,"-,04"
2010,Jul,"-,04"
2010,Jul,",06"
2010,Jul,"-,09"
2010,Jul,"-,09"
2010,Ago,",09"
2010,Ago,",11"
2010,Ago,",11"
2010,Ago,",13"
2010,Ago,",13"
2010,Sep,"-,18"
2010,Sep,"-,13"
2010,Sep,"-,14"
2010,Sep,"-,11"
2010,Sep,"-,18"
2010,Oct,"-,09"
2010,Oct,"-,09"
2010,Oct,"-,09"
2010,Oct,"-,07"
2010,Oct,"-,14"
2010,Nov,",26"
2010,Nov,",26"
2010,Nov,",18"
2010,Nov,",09"
2010,Nov,",19"
2010,Dic,",65"
2010,Dic,",62"
2010,Dic,",76"
2010,Dic,",50"
2010,Dic,",76"
2011,Ene,"1,07"
2011,Ene,"1,07"
2011,Ene,",89"
2011,Ene,",61"
2011,Ene,",91"
2011,Feb,",59"
2011,Feb,",59"
2011,Feb,",59"
2011,Feb,",69"
2011,Feb,",60"
2011,Mar,",24"
2011,Mar,",24"
2011,Mar,",29"
2011,Mar,",27"
2011,Mar,",26"
2011,Abr,",12"
2011,Abr,",12"
2011,Abr,",12"
2011,Abr,",11"
2011,Abr,",12"
2011,May,",40"
2011,May,",40"
2011,May,",12"
2011,May,",26"
2011,May,",28"
2011,Jun,",29"
2011,Jun,",29"
2011,Jun,",36"
2011,Jun,",21"
2011,Jun,",32"
2011,Jul,",14"
2011,Jul,",18"
2011,Jul,",18"
2011,Jul,",13"
2011,Jul,",06"
2011,Ago,"-,03"
2011,Ago,"-,03"
2011,Ago,"-,09"
2011,Ago,",07"
2011,Ago,",07"
2011,Sep,",31"
2011,Sep,",17"
2011,Sep,",30"
2011,Sep,",38"
2011,Sep,",38"
2011,Oct,",19"
2011,Oct,",09"
2011,Oct,",15"
2011,Oct,",30"
2011,Oct,",30"
2011,Nov,",14"
2011,Nov,",08"
2011,Nov,",12"
2011,Nov,",20"
2011,Nov,",20"
2011,Dic,",42"
2011,Dic,",45"
2011,Dic,",30"
2011,Dic,",42"
2011,Dic,",42"
2012,Ene,",57"
2012,Ene,",72"
2012,Ene,",82"
2012,Ene,",82"
2012,Ene,",73"
2012,Feb,",66"
2012,Feb,",47"
2012,Feb,",47"
2012,Feb,",76"
2012,Feb,",61"
2012,Mar,",10"
2012,Mar,",10"
2012,Mar,",13"
2012,Mar,",16"
2012,Mar,",12"
2012,Abr,",14"
2012,Abr,",16"
2012,Abr,",11"
2012,Abr,",20"
2012,Abr,",20"
2012,May,",29"
2012,May,",43"
2012,May,",43"
2012,May,",30"
2012,May,",06"
2012,Jun,",02"
2012,Jun,",08"
2012,Jun,",13"
2012,Jun,",03"
2012,Jun,",03"
2012,Jul,"-,03"
2012,Jul,"-,03"
2012,Jul,"-,02"
2012,Jul,"-,01"
2012,Jul,"-,01"
2012,Ago,",01"
2012,Ago,",04"
2012,Ago,",06"
2012,Ago,",08"
2012,Ago,",08"
2012,Sep,",28"
2012,Sep,",36"
2012,Sep,",27"
2012,Sep,",27"
2012,Sep,",29"
2012,Oct,",16"
2012,Oct,",16"
2012,Oct,",19"
2012,Oct,",19"
2012,Oct,",15"
2012,Nov,"-,14"
2012,Nov,"-,14"
2012,Nov,"-,11"
2012,Nov,"-,19"
2012,Nov,"-,19"
2012,Dic,",14"
2012,Dic,",04"
2012,Dic,",04"
2012,Dic,",09"
2012,Dic,",01"
2013,Ene,",31"
2013,Ene,",30"
2013,Ene,",31"
2013,Ene,",31"
2013,Ene,",24"
2013,Feb,",66"
2013,Feb,",45"
2013,Feb,",34"
2013,Feb,",34"
2013,Feb,",44"
2013,Mar,",21"
2013,Mar,",21"
2013,Mar,",18"
2013,Mar,",21"
2013,Mar,",28"
2013,Abr,",25"
2013,Abr,",28"
2013,Abr,",28"
2013,Abr,",25"
2013,Abr,",24"
2013,May,",28"
2013,May,",10"
2013,May,",27"
2013,May,",38"
2013,May,",38"
2013,Jun,",13"
2013,Jun,",23"
2013,Jun,",21"
2013,Jun,",30"
2013,Jun,",13"
2013,Jul,",06"
2013,Jul,",03"
2013,Jul,",09"
2013,Jul,",04"
2013,Jul,",06"
2013,Ago,",08"
2013,Ago,",07"
2013,Ago,",13"
2013,Ago,",08"
2013,Ago,",08"
2013,Sep,",17"
2013,Sep,",34"
2013,Sep,",37"
2013,Sep,",29"
2013,Sep,",17"
2013,Oct,"-,16"
2013,Oct,"-,26"
2013,Oct,"-,25"
2013,Oct,"-,32"
2013,Oct,"-,32"
2013,Nov,"-,17"
2013,Nov,"-,20"
2013,Nov,"-,26"
2013,Nov,"-,26"
2013,Nov,"-,22"
2013,Dic,",17"
2013,Dic,",29"
2013,Dic,",37"
2013,Dic,",26"
2013,Dic,",17"
2014,Ene,",50"
2014,Ene,",45"
2014,Ene,",54"
2014,Ene,",54"
2014,Ene,",49"
2014,Feb,",68"
2014,Feb,",76"
2014,Feb,",48"
2014,Feb,",48"
2014,Feb,",63"
2014,Mar,",51"
2014,Mar,",37"
2014,Mar,",23"
2014,Mar,",39"
2014,Mar,",51"
2014,Abr,",53"
2014,Abr,",53"
2014,Abr,",41"
2014,Abr,",43"
2014,Abr,",46"
2014,May,",48"
2014,May,",57"
2014,May,",57"
2014,May,",47"
2014,May,",36"
2014,Jun,",09"
2014,Jun,",06"
2014,Jun,",06"
2014,Jun,",12"
2014,Jun,",07"
2014,Jul,",23"
2014,Jul,",23"
2014,Jul,",13"
2014,Jul,",07"
2014,Jul,",15"
2014,Ago,",20"
2014,Ago,",20"
2014,Ago,",18"
2014,Ago,",18"
2014,Ago,",22"
2014,Sep,",16"
2014,Sep,",14"
2014,Sep,",11"
2014,Sep,",14"
2014,Sep,",11"
2014,Oct,",14"
2014,Oct,",14"
2014,Oct,",16"
2014,Oct,",23"
2014,Oct,",16"
2014,Nov,",17"
2014,Nov,",17"
2014,Nov,",13"
2014,Nov,",01"
2014,Nov,",14"
2014,Dic,",28"
2014,Dic,",30"
2014,Dic,",20"
2014,Dic,",20"
2014,Dic,",27"
2015,Ene,",64"
2015,Ene,",54"
2015,Ene,",55"
2015,Ene,",85"
2015,Ene,",85"
2015,Feb,"1,23"
2015,Feb,"1,23"
2015,Feb,"1,07"
2015,Feb,"1,29"
2015,Feb,"1,15"
2015,Mar,",78"
2015,Mar,",78"
2015,Mar,",52"
2015,Mar,",39"
2015,Mar,",59"
2015,Abr,",53"
2015,Abr,",52"
2015,Abr,",57"
2015,Abr,",57"
2015,Abr,",54"
2015,May,",05"
2015,May,",39"
2015,May,",25"
2015,May,",26"
2015,May,",05"
2015,Jun,",31"
2015,Jun,",10"
2015,Jun,",11"
2015,Jun,",00"
2015,Jun,",00"
2015,Jul,",18"
2015,Jul,",18"
2015,Jul,",17"
2015,Jul,",27"
2015,Jul,",19"
2015,Ago,",48"
2015,Ago,",59"
2015,Ago,",43"
2015,Ago,",43"
2015,Ago,",48"
2015,Sep,",79"
2015,Sep,",68"
2015,Sep,",74"
2015,Sep,",74"
2015,Sep,",72"
2015,Oct,",68"
2015,Oct,",60"
2015,Oct,",63"
2015,Oct,",81"
2015,Oct,",81"
2015,Nov,",60"
2015,Nov,",67"
2015,Nov,",67"
2015,Nov,",60"
2015,Nov,",46"
2015,Dic,",62"
2015,Dic,",72"
2015,Dic,",72"
2015,Dic,",59"
2015,Dic,",53"
2016,Ene,"1,06"
2016,Ene,"1,56"
2016,Ene,"1,19"
2016,Ene,"1,56"
2016,Ene,"1,29"
2016,Feb,"1,28"
2016,Feb,"1,18"
2016,Feb,"1,26"
2016,Feb,"1,35"
2016,Feb,"1,35"
2016,Mar,",94"
2016,Mar,",68"
2016,Mar,"1,11"
2016,Mar,"1,11"
2016,Mar,",91"
2016,Abr,",50"
2016,Abr,",79"
2016,Abr,",47"
2016,Abr,",42"
2016,Abr,",42"
2016,May,",51"
2016,May,",55"
2016,May,",42"
2016,May,",55"
2016,May,",51"
2016,Jun,",45"
2016,Jun,",45"
2016,Jun,",52"
2016,Jun,",39"
2016,Jun,",48"
2016,Jul,",52"
2016,Jul,",43"
2016,Jul,",69"
2016,Jul,",69"
2016,Jul,",48"
2016,Ago,"-,69"
2016,Ago,"-,69"
2016,Ago,"-,20"
2016,Ago,",07"
2016,Ago,"-,32"
2016,Sep,"-,19"
2016,Sep,"-,19"
2016,Sep,"-,04"
2016,Sep,",21"
2016,Sep,"-,05"
2016,Oct,"-,12"
2016,Oct,"-,12"
2016,Oct,"-,02"
2016,Oct,"-,07"
2016,Oct,"-,06"
2016,Nov,",02"
2016,Nov,",12"
2016,Nov,",13"
2016,Nov,",12"
2016,Nov,",11"
2016,Dic,",42"
2016,Dic,",43"
2016,Dic,",43"
2016,Dic,",43"
2016,Dic,",40"
2017,Ene,"1,02"
2017,Ene,"1,03"
2017,Ene,"1,02"
2017,Ene,"1,02"
2017,Ene,"1,02"
2017,Feb,"1,21"
2017,Feb,",91"
2017,Feb,"1,01"
2017,Feb,",91"
2017,Feb,"1,01"
2017,Mar,",51"
2017,Mar,",43"
2017,Mar,",47"
2017,Mar,",43"
2017,Mar,",47"
2017,Abr,",44"
2017,Abr,",47"
2017,Abr,",47"
2017,Abr,",47"
2017,Abr,",48"
2017,May,",24"
2017,May,",22"
2017,May,",23"
2017,May,",22"
2017,May,",23"
2017,Jun,",12"
2017,Jun,",02"
2017,Jun,",11"
2017,Jun,",02"
2017,Jun,",17"
2017,Jul,"-,01"
2017,Jul,"-,01"
2017,Jul,"-,05"
2017,Jul,"-,01"
2017,Jul,"-,09"
2017,Ago,",17"
2017,Ago,",11"
2017,Ago,",14"
2017,Ago,",11"
2017,Ago,",15"
2017,Sep,"-,05"
2017,Sep,"-,05"
2017,Sep,",04"
2017,Sep,",22"
2017,Sep,",05"
2017,Oct,"-,05"
2017,Oct,",13"
2017,Oct,",02"
2017,Oct,"-,05"
2017,Oct,",02"
2017,Nov,",21"
2017,Nov,",15"
2017,Nov,",15"
2017,Nov,",15"
2017,Nov,",18"
2017,Dic,",33"
2017,Dic,",33"
2017,Dic,",43"
2017,Dic,",38"
2017,Dic,",33"
2018,Ene,",52"
2018,Ene,",63"
2018,Ene,",64"
2018,Ene,",65"
2018,Ene,",65"
2018,Feb,",71"
2018,Feb,",70"
2018,Feb,",57"
2018,Feb,",57"
2018,Feb,"1,06"
2018,Mar,",24"
2018,Mar,",20"
2018,Mar,",26"
2018,Mar,",23"
2018,Mar,",23"
2018,Abr,",51"
2018,Abr,",48"
2018,Abr,",29"
2018,Abr,",46"
2018,Abr,",51"
2018,May,",25"
2018,May,",41"
2018,May,",27"
2018,May,",15"
2018,May,",15"
2018,Jun,",15"
2018,Jun,",12"
2018,Jun,",16"
2018,Jun,",17"
2018,Jun,",17"
2018,Jul,"-,09"
2018,Jul,"-,13"
2018,Jul,"-,12"
2018,Jul,"-,16"
2018,Jul,"-,16"
2018,Ago,",08"
2018,Ago,",11"
2018,Ago,",23"
2018,Ago,",12"
2018,Ago,",08"
2018,Sep,",17"
2018,Sep,",17"
2018,Sep,",16"
2018,Sep,",18"
2018,Sep,",16"
2018,Oct,",11"
2018,Oct,",11"
2018,Oct,",14"
2018,Oct,",07"
2018,Oct,",12"
2018,Nov,",15"
2018,Nov,",15"
2018,Nov,",13"
2018,Nov,",12"
2018,Nov,"-,02"
2018,Dic,",34"
2018,Dic,",34"
2018,Dic,",29"
2018,Dic,",21"
2018,Dic,",30"
2019,Ene,",63"
2019,Ene,",69"
2019,Ene,",61"
2019,Ene,",60"
2019,Ene,",51"
2019,Feb,",57"
2019,Feb,",44"
2019,Feb,",58"
2019,Feb,",65"
2019,Feb,",42"
2019,Mar,",43"
2019,Mar,",34"
2019,Mar,",45"
2019,Mar,",49"
2019,Mar,",50"
2019,Abr,",50"
2019,Abr,",61"
2019,Abr,",50"
2019,Abr,",42"
2019,Abr,",60"
2019,May,",31"
2019,May,",26"
2019,May,",31"
2019,May,",42"
2019,May,",40"
2019,Jun,",27"
2019,Jun,",35"
2019,Jun,",27"
2019,Jun,",21"
2019,Jun,",33"
2019,Jul,",22"
2019,Jul,",18"
2019,Jul,",22"
2019,Jul,",26"
2019,Jul,",28"
2019,Ago,",09"
2019,Ago,",04"
2019,Ago,",09"
2019,Ago,",12"
2019,Ago,",04"
2019,Sep,",23"
2019,Sep,",27"
2019,Sep,",23"
2019,Sep,",14"
2019,Sep,",15"
2019,Oct,",16"
2019,Oct,",16"
2019,Oct,",16"
2019,Oct,",16"
2019,Oct,",16"
2019,Nov,",14"
2019,Nov,",09"
2019,Nov,",08"
2019,Nov,",10"
2019,Nov,",10"
2019,Dic,",22"
2019,Dic,",22"
2019,Dic,",26"
2019,Dic,",31"
2019,Dic,",25"
2020,Ene,",51"
2020,Ene,",50"
2020,Ene,",42"
2020,Ene,",34"
2020,Ene,",43"
